视频标题,视频地址,作者,播放数,弹幕数,投币数,点赞数,分享数,收藏数,期数
【JUMP】拼团名媛暴打消费主义。,https://www.bilibili.com/video/BV1Vz4y1o72G,暴躁的仙人JUMP,2241754,5967,38493,128844,19048,14384,82
爷 很 萌,https://www.bilibili.com/video/BV1Z5411j7e7,花少北丶,10028293,35605,231751,471675,62804,113418,82
我我我结婚啦！！！！,https://www.bilibili.com/video/BV1RA41177H8,力元君,12315975,119230,1306693,1228731,25849,188662,82
3个诀窍让你全天不困，沾床就睡 | R90高效睡眠法，失眠人士必看,https://www.bilibili.com/video/BV1tV41127CQ,若灵心理,2043843,6686,78709,125846,23560,132611,82
【声优搞事】派蒙：香菱不可以！（填词翻唱~),https://www.bilibili.com/video/BV1At4y1i7Xw,多多poi丶,6360543,5112,234081,383959,50577,176613,82
骁话一下：东北复兴，出路不在歌声里,https://www.bilibili.com/video/BV1ga4y1L7of,观察者网,2939759,39985,110210,204669,30210,45329,82
一条活鱼三斤半，搓出鱼丸不足...,https://www.bilibili.com/video/BV1wK411A7pY,绵羊料理,6464347,9972,239511,429632,10211,46510,82
【银心黑洞】2020年诺贝尔物理学获奖者的世界观，有多颠覆？,https://www.bilibili.com/video/BV18V41127Qy,艾栗夏,2789425,12966,138525,208104,22039,93912,82
云吐槽 iPhone 12 系列（极其主观），别问，问就环保——「木羽搞机24」,https://www.bilibili.com/video/BV1pi4y1j7yr,木羽说科技,1401025,12462,49131,90294,9715,11482,82
《明日方舟》EP - 秋绪,https://www.bilibili.com/video/BV1Yi4y1j7Us,明日方舟,4617244,5589,138304,232434,37280,123359,82
被忽视的设计：中文字体 - oooooohmygosh,https://www.bilibili.com/video/BV1Xa411w7HU,oooooohmygosh,1588182,3513,159725,195639,15480,97276,82
OPPO S10非官方主题曲《英雄登场-Be the Legend》,https://www.bilibili.com/video/BV1ut4y1i7aH,OPPO,4601048,10016,104747,166285,42151,73877,82
【罗翔】二奶是男的不算重婚罪？你发现了盲点。读评论#3,https://www.bilibili.com/video/BV1hD4y1d7L2,罗翔说刑法,3225302,21503,56004,297727,10232,17903,82
一个人，造出人类最强爆炸艺术！,https://www.bilibili.com/video/BV1ot4y1v78B,狂阿弥_,2056396,7995,142344,175259,22170,56929,82
华农兄弟：上山一趟，发现不少野果，有些已经十几年没吃过了,https://www.bilibili.com/video/BV1Q541157rc,华农兄弟,2376125,33826,71892,186515,4495,10563,82
靠谱盘点96:好签！G2:LCK被我们包围了！小天：都怪京东小组第二,https://www.bilibili.com/video/BV17K4y1h7Li,靠谱电竞,2709215,26783,117782,174702,10128,27347,82
一百万的已婚牌子还能这么玩,https://www.bilibili.com/video/BV1Py4y1r7FL,音乐制作人Kurt,3605604,7543,262830,405250,12522,74490,82
上甘岭战役惨烈到什么程度？志愿军战士如何1vs280？抗美援朝始末（九）【列国志22】,https://www.bilibili.com/video/BV1bi4y1j75A,四月是我的生日,2630011,41883,194522,185738,16956,59254,82
【原神】阴间成就攻略，后期无法完成！3分钟8个隐藏成就合集攻略指南 【持续更新】,https://www.bilibili.com/video/BV1FT4y1w75Z,流萤Zz,3903699,6362,75270,178878,25513,164964,82
一个人体验人生第一次去网吧和一个人吃米其林餐厅,https://www.bilibili.com/video/BV11f4y1B7YK,假美食po主,1694164,24389,70810,141145,5900,13562,82
【丰收季】一年忙忙碌碌，为的就是谷物满仓的踏实感,https://www.bilibili.com/video/BV1HT4y1w7HX,李子柒,3390259,41081,145121,260973,10740,25209,82
在马路中间捡到了一只生病受伤的小边牧，它后来怎么样了,https://www.bilibili.com/video/BV1dA41177wu,边牧coffee的一家,3816051,5228,245910,251531,6116,24116,82
郎 朗 上 头,https://www.bilibili.com/video/BV19a411w7g1,OELoop,29221762,30769,715601,1601019,220365,650722,83
对不起，让你们失望了,https://www.bilibili.com/video/BV1N54y127dm,啊吗粽,9782134,79606,641599,945577,19986,171002,83
【爆肝600+张原画】干物妹！可莉！,https://www.bilibili.com/video/BV1ET4y1F7Tf,帷幕VMovie,4501672,6637,403278,472975,55105,243248,83
黄龄勾魂版《牵丝戏》！魅惑转音，绝美戏腔，演绎盘丝深情！,https://www.bilibili.com/video/BV1DZ4y1G7JK,梦幻西游电脑版,13275028,28576,367607,608563,74641,370181,83
【绯赤艾莉欧Official】新鲜出炉的美妙歌声，快一起进来听听吧！,https://www.bilibili.com/video/BV1Mf4y1z7cf,哔哩哔哩直播,1093204,2208,33191,56979,4886,12845,83
[2020全球总决赛]10月17日八强赛 TES vs FNC,https://www.bilibili.com/video/BV1zA41177FQ,哔哩哔哩英雄联盟赛事,6746578,91973,38597,87379,5208,16493,83
【JUMP】苹果不送充电器为了环保？恶心心！,https://www.bilibili.com/video/BV1br4y1w77x,暴躁的仙人JUMP,2492394,7611,68493,171072,13765,18537,83
多二次元才会把坦克当老婆【解说全覆盖23期】,https://www.bilibili.com/video/BV1Gt4y1i7NE,南云鸟羽,3622591,4403,47958,139560,3918,24121,83
在教室里使用时间暂停后【阅片无数动漫篇13】,https://www.bilibili.com/video/BV1ny4y1C7Xu,凉风Kaze,3804329,21510,81963,315758,3739,27502,83
【罗翔】对上海名媛指责过后，我发现错误在我,https://www.bilibili.com/video/BV1Mv411k788,罗翔说刑法,11356644,51645,532232,982137,109077,250820,83
大司马强制登录FNC打野账号，助他们一臂之力！,https://www.bilibili.com/video/BV1TZ4y1L7bp,吟游大司人,5729641,7467,194635,254588,122026,72721,83
NIKE x Uzi英雄重启纪录片,https://www.bilibili.com/video/BV1JD4y197qT,RNG电子竞技俱乐部,832596,5970,32608,48871,8028,12755,83
【调查实录004】QQ被盗后发布赌博广告，我一气之下黑了他们网站,https://www.bilibili.com/video/BV1mK4y177Do,公孙田浩,5879835,13240,219734,515751,40371,96593,83
「科技美学直播」华为Mate40 Pro开箱上手体验 | 神奇AI黑科技？,https://www.bilibili.com/video/BV1py4y1r7NV,科技美学,1130318,49178,7491,40175,7934,2774,83
【小泽】iPhone 12&12 Pro评测：王炸升级，12其实就是Pro,https://www.bilibili.com/video/BV1gr4y1w7pf,钟文泽,4112985,50546,35154,75234,54944,15337,83
【描改动画 】明日方舟X日常,https://www.bilibili.com/video/BV1Ua411w7f7,小愚筒子,820501,1173,100483,106647,6629,56434,83
抗美援朝最后一战！《金刚川》背后是怎样的故事？抗美援朝始末（终章）【列国志23】,https://www.bilibili.com/video/BV1na4y1s77U,四月是我的生日,3248681,62734,303029,262448,25767,89278,83
这个账号可能暂时给我女友了,https://www.bilibili.com/video/BV1zV41127Hi,力元君,2664898,10753,24516,178347,2796,9629,83
只有一张卡能做什么！【水无月菌】,https://www.bilibili.com/video/BV1AZ4y1L7fi,水无月菌,7518561,11112,171755,272126,18666,49685,83
【艾叔】广州半山豪宅，惊现20本房产证是怎样的心情,https://www.bilibili.com/video/BV1eV411277i,小艾大叔,2489149,30944,92576,156915,23319,25268,83
开口即沦陷，《空空如也》英文版的欧美嗓让人沉醉,https://www.bilibili.com/video/BV1uD4y197Zy,Jasmine是茉莉花,5544710,10172,220824,418130,26297,144457,83
论：如何把4块钱的虾，炸成1000块的样子,https://www.bilibili.com/video/BV1NT4y1F7mj,绵羊料理,8371589,13586,199979,436266,11275,46572,83
史上最贵佛跳墙！历时30天，耗资5000元，千万不要在家做！,https://www.bilibili.com/video/BV1G54y1C7Zb,盗月社食遇记,4484191,21909,587149,539830,10802,97209,83
震惊！耗时60天！B站手工娘用68个易拉罐仿制整套苗族头饰,https://www.bilibili.com/video/BV1aD4y1d7r8,雁鸿Aimee,2442296,9445,259326,306672,10268,64512,83
【围炉夜话】学医救不了中国人？鲁迅弃医从文的真相。（谈鲁迅3）,https://www.bilibili.com/video/BV1vf4y1B7nH,智能路障,1897185,15200,175273,167278,18948,61943,83
厨师长教你：“清蒸大闸蟹”的做法及吃法，满满的小技巧,https://www.bilibili.com/video/BV1gV411y7Bo,美食作家王刚R,2958727,5629,20567,99893,35393,27794,83
《 爷 爷 拯 救 计 划 》,https://www.bilibili.com/video/BV1c5411L7qC,远古黑金,7287311,16543,544908,637713,76583,222004,84
【瑞克和莫蒂】敬那个全宇宙最孤独的天才•2020混剪大赛,https://www.bilibili.com/video/BV17t4y1i75f,村民徐尼玛,6907069,10542,405242,556135,34131,301803,84
……如果沈腾主演《信条》……,https://www.bilibili.com/video/BV1ii4y177xh,越小尤,2396148,1417,72959,162183,10003,29819,84
前方惊艳无限！十年后的你还会记得这些动漫吗？【wake】,https://www.bilibili.com/video/BV1Jy4y1r7UL,柑橘味の小百合,6688184,20256,390547,440271,23036,286298,84
鸭王！,https://www.bilibili.com/video/BV1Mt4y1e7Uh,老番茄,5961744,20058,152345,385520,8408,70214,84
【泛式/剧情MAD】原来你是我最想留住的幸运 「春物完结篇」,https://www.bilibili.com/video/BV18Z4y1V7ZJ,泛式,5868914,13307,438589,424723,94036,236522,84
“万类霜天竞自由”,https://www.bilibili.com/video/BV1L54y1r7Xr,幸运猎手,6363980,6192,384993,531977,39886,264761,84
【罗翔】第一次吃螺狮粉，感谢“罗师粉”们的支持与鼓励,https://www.bilibili.com/video/BV1rV411y7re,罗翔说刑法,12356013,112031,250401,1078029,43151,73123,84
我多给了这个三蹦子一块钱,https://www.bilibili.com/video/BV13y4y187rS,导演小策,3436353,3833,175689,296099,5732,34618,84
重 拳 出 击,https://www.bilibili.com/video/BV1iv411675H,某幻君,5601964,14659,85506,282425,23364,56203,84
"【英雄联盟】K/DA官方MV - ""MORE""正式上线",https://www.bilibili.com/video/BV1EZ4y1V7ne,英雄联盟,19370401,29282,584927,685418,207711,416580,84
哈哈哈哈哈哈【不要笑挑战】,https://www.bilibili.com/video/BV1A5411L71X,徐大虾咯,35722176,175487,595170,2428270,96194,307369,84
挑战全b站画质上限，无人能撑过一分钟！,https://www.bilibili.com/video/BV1By4y1r75Z,血小板゚゚゚゚゚゚,4043615,19475,134860,291850,9763,176813,84
【暴走大事件 第七季】01红 全新大事件如7而至，王尼玛携手神秘嘉宾燃爆全场,https://www.bilibili.com/video/BV1vp4y1k7cb,暴走漫画,6982856,68170,268786,315064,33102,2611,84
满足你对俄罗斯妹子的所有幻想！Dasha Taran,https://www.bilibili.com/video/BV1ip4y1k7Be,颜值爆表啦,2704976,3301,47513,111827,23436,78145,84
【湊-阿库娅】Take Over - 所向无前,https://www.bilibili.com/video/BV1vT4y1F7oo,湊-阿库娅Official,7458959,22629,537270,424234,97682,231736,84
这才是对抗路的魅力！！！,https://www.bilibili.com/video/BV1ya411A7Jx,佐悠-Leisurely,18843978,18496,417899,841474,73141,297804,84
退钱姐视频对线退钱哥！万恶之源重现江湖，当年口吐芬芳的他，四年后依然支持国足！【巢巢】,https://www.bilibili.com/video/BV1h54y1C7mc,巢巢巢Even,5546992,29912,50179,276458,22255,39758,84
东北菜量有多大？12元一盆4人吃撑，南方人沉默了😳,https://www.bilibili.com/video/BV1Gy4y1r7bh,盗月社食遇记,7817179,44412,220807,392971,78197,55444,84
怎样让女朋友看到这个视频？,https://www.bilibili.com/video/BV1ry4y1r7QR,杂乱无章MessUp,2859353,7324,132733,192001,48854,99472,84
“与波风水门相比，任何人都显得不够优秀”——自来也,https://www.bilibili.com/video/BV15D4y197NU,滋水大呲花,11688194,15502,390590,576898,38315,293676,84
2020年梗最多的广告，没有之一！最后看哭了……,https://www.bilibili.com/video/BV1hT4y1F7MB,4A广告提案网,3977028,8504,99944,343786,49375,99541,84
购买iPhone 12 Pro的一天【BB Time第303期】,https://www.bilibili.com/video/BV1QV411y77o,TESTV官方频道,2048384,13232,113028,124907,10214,25454,84
当你被中国前十PVP玩家极限追杀！,https://www.bilibili.com/video/BV1cT4y1F7Kv,卡慕SaMa,7385195,9138,131955,497421,7482,92116,84
【雪糕】你还在无效化妆吗？|为什么别人化妆换头，你化妆只是变白！|学会高效化妆,https://www.bilibili.com/video/BV1Lr4y1w7qo,全国知名小雪糕,2181046,5833,155785,187721,30124,189060,84
【原神小剧场】可莉的痛,https://www.bilibili.com/video/BV1sp4y1k7xe,哈米伦的弄笛者,9462908,19306,246304,498252,34790,190719,84
AMD重回巅峰：RX 6000系列显卡正式发布,https://www.bilibili.com/video/BV1bV411y7Zv,蒸気火鸡,2077300,10250,44984,87929,33242,13773,84
【何同学】80年代的电脑能做什么？苹果麦金塔深度体验,https://www.bilibili.com/video/BV1cy4y1k7A2,老师好我叫何同学,14808286,75021,1966951,1747322,105050,505300,85
【沈腾 超燃 踩点】原来踩点的沈叔叔可以这么帅！,https://www.bilibili.com/video/BV1pa4y1s7SW,风筝的心,3251197,2144,83199,186449,6096,49482,85
又学了一年动画，重做泰坦尼克号，一洗前耻！~,https://www.bilibili.com/video/BV14r4y1w7aD,MAX-小仙女,5138877,13432,50583,255147,65455,40701,85
那些看了一遍就再也无法忘记的绝美瞬间,https://www.bilibili.com/video/BV1Dv411k73p,爱睡觉的_Koala,2234896,1205,23838,103052,2831,70561,85
我！爱！学！习！,https://www.bilibili.com/video/BV1hr4y1w7sU,老番茄,8656340,20195,189779,526375,11314,81258,85
当猛男用萝利音在网吧打游戏,https://www.bilibili.com/video/BV165411L7d1,慕容云磊,8848769,7749,46302,356721,138301,71686,85
笑到猪叫！动漫高手最终决战！你画这个我可就不困了？！（第二期）,https://www.bilibili.com/video/BV1wT4y1F7RX,泛式,5235173,31770,174945,359245,9426,76696,85
人质：别救我了，我想再呆一会【阅片无数71】,https://www.bilibili.com/video/BV1qy4y1B7Qs,凉风Kaze,4637967,19794,76001,324552,3480,23533,85
作文技巧大放送！5年老记者揭秘写作绝活儿,https://www.bilibili.com/video/BV1nr4y1w7NW,杨真直,4063927,13624,313990,427557,56034,409674,85
【半佛】周震南想洗白，还得学罗永浩,https://www.bilibili.com/video/BV1yp4y1k7CC,硬核的半佛仙人,3187353,25968,109017,231548,27804,30384,85
【苏星河】颠覆你对夸克的认知,https://www.bilibili.com/video/BV18K4y177ZD,苏星河牛通,4426877,21975,194767,337535,61087,129193,85
35块钱自制了3斤甜辣周黑鸭 完美复刻！！,https://www.bilibili.com/video/BV1BK4y1E7fY,走x琛,2853432,648,56405,111182,33031,208527,85
大概只有喜欢仙剑的人才会被推送到吧,https://www.bilibili.com/video/BV1My4y187Lt,像素企鹅,2363853,11115,97312,226458,8576,74546,85
这绝对是游戏史上最“神奇”的一天！我愿称它为“机械降神”！！！,https://www.bilibili.com/video/BV1Lv411r7JY,33不是山山,3772332,10595,227177,252319,11384,87654,85
一集破5案！大BOSS现身！9.4分神剧《神探夏洛克》（03/第一季大结局）,https://www.bilibili.com/video/BV1Cy4y1z7Ae,木鱼水心,4053562,11810,111389,276672,3118,30727,85
Trick or Treat ฅ'ω'ฅ,https://www.bilibili.com/video/BV1bK4y177yD,yoyo鹿鸣_Lumi,4877969,3619,99346,275957,21194,73269,85
进来听！是不是B站K/DA？！国人高能还原《MORE》！这翻唱P2太可了！（不是！乱吹的,https://www.bilibili.com/video/BV1eK4y1E7bM,是小光芒呀神秘组织,2593543,3383,102315,144980,5699,58062,85
【影视科普】TVB腔为何听起来那么独特？原来它是这样形成的！,https://www.bilibili.com/video/BV1gy4y187MU,司空离,2505814,8125,40363,140984,6305,30402,85
彼女は旅に出る / 鎖那,https://www.bilibili.com/video/BV1fy4y1B7yQ,鎖那_official,4590525,5227,201198,299931,21658,220457,85
当把鸡交给东北人，骨头都给你做香了！连啃3只贼拉带劲✌️,https://www.bilibili.com/video/BV17K4y1E79f,盗月社食遇记,9515722,23801,306261,585663,61644,64979,85
【片片】全网吹爆！这才是真正的大女主爽剧！热血解说《女王的棋局》上,https://www.bilibili.com/video/BV15z4y1y7Jg,小片片说大片,2455069,13462,51159,168553,6289,17665,85
"自己改了一个电动牙刷,力量很大",https://www.bilibili.com/video/BV1fv41167fh,手工耿,5204989,11250,31782,252914,14715,8501,85
好的食材，往往只需要最复杂的处理...,https://www.bilibili.com/video/BV1gi4y1L7uh,绵羊料理,6491114,38967,121911,337590,8487,26272,85
靠谱盘点98：中韩决战！今年主题曲又预言到冠军得主？谁才是世界第一赛区？,https://www.bilibili.com/video/BV1S541157Ak,靠谱电竞,2125390,18591,57556,125234,4753,17088,85
《明日方舟》EP - Lullabye,https://www.bilibili.com/video/BV1jt4y1e7PF,明日方舟,3110644,7883,90927,164273,30081,90631,85
醉翁之意不在单词  在于画蕾姆？？？？？,https://www.bilibili.com/video/BV1Lv411C7LV,飞啡等待,2327773,4780,45666,215616,9966,43124,85
真实英国家庭一周晚餐：炸鱼薯条吃到吐？,https://www.bilibili.com/video/BV1Ra411c74N,老少女阿珂,3044210,13178,44827,164237,5755,25131,85
假扮上海名媛，花6000住宝格丽酒店！竟卷入拼单事件……？？？,https://www.bilibili.com/video/BV1B54y1r7pW,伢伢gagako,1727963,5117,60061,102032,1623,13498,85
